data_ini_se,chuva_semana_mm,chuva_dias_com_chuva,chuva_max_diaria_mm,cod_ibge
2026-02-22,29.689999999999998,6,7.27,5200175
2026-03-01,31.34,7,13.89,5200175
2026-03-08,31.64,7,12.46,5200175
2026-03-15,38.71,7,13.37,5200175
2026-03-22,21.28,4,9.88,5200175
2026-03-29,11.200000000000001,3,5.91,5200175
2026-04-05,18.9,4,11.76,5200175
2026-04-12,2.55,1,1.12,5200175
2026-04-19,0.44,0,0.44,5200175
2026-04-26,4.11,1,3.93,5200175
2026-05-03,0.0,0,0.0,5200175
2026-05-10,1.27,0,0.97,5200175
2026-05-17,0.11,0,0.06,5200175
2026-05-24,0.15,0,0.1,5200175
2026-05-31,0.01,0,0.01,5200175
2026-06-07,3.65,2,2.02,5200175
2026-06-14,3.5500000000000003,1,3.33,5200175
2026-06-21,0.1,0,0.06,5200175
2026-06-28,0.19999999999999998,0,0.15,5200175
2026-07-05,0.03,0,0.03,5200175
2026-07-12,0.0,0,0.0,5200175
2026-07-19,0.03,0,0.03,5200175
2026-07-26,0.4,0,0.21,5200175
2026-08-02,0.30000000000000004,0,0.16,5200175
2026-08-09,0.01,0,0.01,5200175
2014-01-05,5.89,1,4.1,5200258
2014-01-12,21.9,4,9.98,5200258
2014-01-19,51.629999999999995,6,17.07,5200258
2014-01-26,3.2,2,1.48,5200258
2014-02-02,0.8200000000000001,0,0.77,5200258
2014-02-09,22.27,4,10.18,5200258
2014-02-16,58.16,7,12.54,5200258
2014-02-23,20.69,6,6.71,5200258
2014-03-02,76.31,7,25.49,5200258
2014-03-09,37.44,5,21.3,5200258
2014-03-16,47.21,6,14.83,5200258
2014-03-23,53.58,7,23.19,5200258
2014-03-30,61.18,7,13.5,5200258
2014-04-06,59.03,7,13.1,5200258
2014-04-13,24.44,6,11.57,5200258
2014-04-20,34.58,5,14.62,5200258
2014-04-27,0.56,0,0.56,5200258
2014-05-04,3.1,1,2.31,5200258
2014-05-11,0.06999999999999999,0,0.06,5200258
2014-05-18,0.09000000000000001,0,0.07,5200258
2014-05-25,1.6,0,0.91,5200258
2014-06-01,5.88,1,5.75,5200258
2014-06-08,0.0,0,0.0,5200258
2014-06-15,0.01,0,0.01,5200258
2014-06-22,0.0,0,0.0,5200258
2014-06-29,0.0,0,0.0,5200258
2014-07-06,0.0,0,0.0,5200258
2014-07-13,0.0,0,0.0,5200258
2014-07-20,1.91,1,1.76,5200258
2014-07-27,0.52,0,0.52,5200258
2014-08-03,0.0,0,0.0,5200258
2014-08-10,0.0,0,0.0,5200258
2014-08-17,0.0,0,0.0,5200258
2014-08-24,0.33,0,0.25,5200258
2014-08-31,11.16,2,9.41,5200258
2014-09-07,0.0,0,0.0,5200258
2014-09-14,0.06,0,0.03,5200258
2014-09-21,8.02,3,4.37,5200258
2014-09-28,14.63,3,11.44,5200258
2014-10-05,0.0,0,0.0,5200258
2014-10-12,0.0,0,0.0,5200258
2014-10-19,20.66,5,7.41,5200258
2014-10-26,50.53,6,12.38,5200258
2014-11-02,20.189999999999998,5,6.76,5200258
2014-11-09,47.449999999999996,7,11.61,5200258
2014-11-16,32.790000000000006,5,16.35,5200258
2014-11-23,69.56,7,18.31,5200258
2014-11-30,49.42,5,26.06,5200258
2014-12-07,44.46,7,10.51,5200258
2014-12-14,83.64999999999999,7,36.15,5200258
2014-12-21,35.64,4,16.76,5200258
2014-12-28,18.11,5,8.51,5200258
2015-01-04,3.65,1,3.33,5200258
2015-01-11,1.41,1,1.13,5200258
2015-01-18,17.1,5,6.62,5200258
2015-01-25,33.08,5,12.79,5200258
2015-02-01,72.4,5,25.71,5200258
2015-02-08,19.0,3,8.5,5200258
2015-02-15,35.65,6,15.34,5200258
2015-02-22,20.54,4,7.79,5200258
2015-03-01,23.25,6,7.62,5200258
2015-03-08,65.07,7,27.16,5200258
2015-03-15,56.08,7,22.46,5200258
2015-03-22,33.22,6,10.56,5200258
2015-03-29,21.400000000000002,5,8.72,5200258
2015-04-05,43.32,5,25.73,5200258
2015-04-12,31.269999999999996,7,10.04,5200258
2015-04-19,31.07,7,7.85,5200258
2015-04-26,21.42,5,7.61,5200258
2015-05-03,13.13,3,5.4,5200258
2015-05-10,7.01,2,3.89,5200258
2015-05-17,0.060000000000000005,0,0.05,5200258
2015-05-24,1.66,1,1.23,5200258
2015-05-31,0.22999999999999998,0,0.13,5200258
2015-06-07,0.0,0,0.0,5200258
2015-06-14,0.27,0,0.25,5200258
2015-06-21,0.0,0,0.0,5200258
2015-06-28,0.0,0,0.0,5200258
2015-07-05,0.53,0,0.5,5200258
2015-07-12,0.0,0,0.0,5200258
2015-07-19,0.0,0,0.0,5200258
2015-07-26,0.12000000000000001,0,0.1,5200258
2015-08-02,0.0,0,0.0,5200258
2015-08-09,0.0,0,0.0,5200258
2015-08-16,0.01,0,0.01,5200258
2015-08-23,0.26,0,0.1,5200258
2015-08-30,0.03,0,0.02,5200258
2015-09-06,6.5,3,3.1,5200258
2015-09-13,11.03,2,9.49,5200258
2015-09-20,0.0,0,0.0,5200258
2015-09-27,6.58,2,4.76,5200258
2015-10-04,9.09,2,6.54,5200258
2015-10-11,0.0,0,0.0,5200258
2015-10-18,6.74,2,4.38,5200258
2015-10-25,82.67,7,16.26,5200258
2015-11-01,25.330000000000002,5,12.48,5200258
2015-11-08,5.35,2,3.16,5200258
2015-11-15,48.589999999999996,6,13.5,5200258
2015-11-22,68.94,7,22.44,5200258
2015-11-29,33.23,5,10.12,5200258
2015-12-06,21.220000000000002,7,6.79,5200258
2015-12-13,26.08,4,7.75,5200258
2015-12-20,38.49,4,12.34,5200258
2015-12-27,48.6,6,23.45,5200258
2016-01-03,82.99,7,26.55,5200258
2016-01-10,74.97999999999999,7,20.15,5200258
2016-01-17,164.76,7,69.74,5200258
2016-01-24,68.08,6,19.62,5200258
2016-01-31,11.620000000000001,3,4.29,5200258
2016-02-07,32.18,4,11.45,5200258
2016-02-14,25.92,2,13.85,5200258
2016-02-21,23.41,4,11.5,5200258
2016-02-28,40.14,6,11.94,5200258
2016-03-06,99.89,7,45.46,5200258
2016-03-13,17.45,3,13.24,5200258
2016-03-20,16.38,3,7.72,5200258
2016-03-27,1.1300000000000001,1,1.09,5200258
2016-04-03,0.1,0,0.07,5200258
2016-04-10,0.0,0,0.0,5200258
2016-04-17,0.0,0,0.0,5200258
2016-04-24,6.21,2,4.0,5200258
2016-05-01,0.0,0,0.0,5200258
2016-05-08,0.59,0,0.58,5200258
2016-05-15,5.0,2,3.79,5200258
2016-05-22,0.0,0,0.0,5200258
2016-05-29,0.0,0,0.0,5200258
2016-06-05,0.29,0,0.18,5200258
2016-06-12,0.0,0,0.0,5200258
2016-06-19,0.0,0,0.0,5200258
2016-06-26,0.0,0,0.0,5200258
2016-07-03,0.0,0,0.0,5200258
2016-07-10,0.0,0,0.0,5200258
2016-07-17,0.0,0,0.0,5200258
2016-07-24,0.0,0,0.0,5200258
2016-07-31,0.0,0,0.0,5200258
2016-08-07,0.06,0,0.06,5200258
2016-08-14,5.52,2,2.64,5200258
2016-08-21,3.0300000000000002,2,1.67,5200258
2016-08-28,2.8200000000000003,1,1.49,5200258
2016-09-04,0.0,0,0.0,5200258
2016-09-11,0.21,0,0.21,5200258
2016-09-18,18.35,3,8.54,5200258
2016-09-25,13.17,4,3.67,5200258
2016-10-02,31.22,4,14.87,5200258
2016-10-09,2.8,1,1.41,5200258
2016-10-16,34.83,4,13.56,5200258
2016-10-23,24.4,5,10.18,5200258
2016-10-30,26.47,4,10.3,5200258
2016-11-06,78.24000000000001,7,24.21,5200258
2016-11-13,71.03999999999999,7,19.16,5200258
2016-11-20,71.1,7,12.13,5200258
2016-11-27,49.24,7,15.3,5200258
2016-12-04,38.269999999999996,6,10.78,5200258
2016-12-11,56.32,6,25.18,5200258
2016-12-18,5.5600000000000005,1,5.11,5200258
2016-12-25,19.52,4,7.75,5200258
2017-01-01,13.93,3,9.52,5200258
2017-01-08,18.94,5,7.53,5200258
2017-01-15,47.190000000000005,7,15.38,5200258
2017-01-22,41.76,7,10.53,5200258
2017-01-29,24.740000000000002,4,9.41,5200258
2017-02-05,91.69,7,35.12,5200258
2017-02-12,24.28,5,11.41,5200258
2017-02-19,18.47,4,8.36,5200258
2017-02-26,49.75,6,21.11,5200258
2017-03-05,5.54,2,3.91,5200258
2017-03-12,34.51,6,14.98,5200258
2017-03-19,26.14,6,8.25,5200258
2017-03-26,67.87,7,19.85,5200258
2017-04-02,17.74,5,5.65,5200258
2017-04-09,2.34,1,1.93,5200258
2017-04-16,10.04,2,6.23,5200258
2017-04-23,16.44,5,5.07,5200258
2017-04-30,0.31,0,0.19,5200258
2017-05-07,1.1600000000000001,0,0.77,5200258
2017-05-14,25.0,6,9.23,5200258
2017-05-21,3.45,1,3.21,5200258
2017-05-28,0.1,0,0.03,5200258
2017-06-04,0.0,0,0.0,5200258
2017-06-11,0.01,0,0.01,5200258
2017-06-18,0.05,0,0.02,5200258
2017-06-25,0.03,0,0.03,5200258
2017-07-02,0.0,0,0.0,5200258
2017-07-09,0.33,0,0.33,5200258
2017-07-16,0.0,0,0.0,5200258
2017-07-23,0.02,0,0.02,5200258
2017-07-30,0.35000000000000003,0,0.28,5200258
2017-08-06,0.04,0,0.03,5200258
2017-08-13,0.0,0,0.0,5200258
2017-08-20,0.13999999999999999,0,0.12,5200258
2017-08-27,0.0,0,0.0,5200258
2017-09-03,0.0,0,0.0,5200258
2017-09-10,0.0,0,0.0,5200258
2017-09-17,0.02,0,0.02,5200258
2017-09-24,7.4799999999999995,2,4.72,5200258
2017-10-01,12.239999999999998,2,8.52,5200258
2017-10-08,0.0,0,0.0,5200258
2017-10-15,0.0,0,0.0,5200258
2017-10-22,6.7700000000000005,2,4.95,5200258
2017-10-29,28.14,6,9.56,5200258
2017-11-05,114.00999999999999,7,26.18,5200258
2017-11-12,37.67,6,13.26,5200258
2017-11-19,37.81,5,22.6,5200258
2017-11-26,61.67,6,26.98,5200258
2017-12-03,28.009999999999998,7,6.58,5200258
2017-12-10,125.75999999999999,7,35.66,5200258
2017-12-17,28.7,5,9.52,5200258
2017-12-24,20.75,5,8.26,5200258
2017-12-31,57.37,7,20.13,5200258
2018-01-07,21.13,4,10.44,5200258
2018-01-14,3.26,1,1.53,5200258
2018-01-21,25.16,4,8.75,5200258
2018-01-28,60.54,7,18.7,5200258
2018-02-04,46.6,6,28.11,5200258
2018-02-11,0.08,0,0.05,5200258
2018-02-18,78.57000000000001,7,26.95,5200258
2018-02-25,27.11,4,20.32,5200258
2018-03-04,22.73,5,7.96,5200258
2018-03-11,30.47,7,7.33,5200258
2018-03-18,39.84,7,11.28,5200258
2018-03-25,4.88,1,2.53,5200258
2018-04-01,46.94,7,11.99,5200258
2018-04-08,24.83,5,12.93,5200258
2018-04-15,25.689999999999998,3,20.95,5200258
2018-04-22,5.59,3,1.94,5200258
2018-04-29,0.09,0,0.04,5200258
2018-05-06,0.0,0,0.0,5200258
2018-05-13,24.11,1,23.79,5200258
2018-05-20,1.95,1,1.95,5200258
2018-05-27,0.0,0,0.0,5200258
2018-06-03,0.0,0,0.0,5200258
2018-06-10,0.0,0,0.0,5200258
2018-06-17,0.0,0,0.0,5200258
2018-06-24,0.02,0,0.02,5200258
2018-07-01,0.03,0,0.03,5200258
2018-07-08,0.0,0,0.0,5200258
2018-07-15,0.0,0,0.0,5200258
2018-07-22,0.0,0,0.0,5200258
2018-07-29,0.0,0,0.0,5200258
2018-08-05,1.45,0,0.46,5200258
2018-08-12,14.42,3,6.04,5200258
2018-08-19,1.53,0,0.85,5200258
2018-08-26,0.04,0,0.04,5200258
2018-09-02,0.02,0,0.02,5200258
2018-09-09,0.36,0,0.21,5200258
2018-09-16,27.97,6,7.41,5200258
2018-09-23,0.33,0,0.16,5200258
2018-09-30,17.58,4,8.1,5200258
2018-10-07,8.78,3,2.98,5200258
2018-10-14,25.3,7,7.13,5200258
2018-10-21,63.99,6,27.39,5200258
2018-10-28,22.16,3,15.53,5200258
2018-11-04,80.59,7,21.07,5200258
2018-11-11,88.74,7,25.7,5200258
2018-11-18,39.160000000000004,6,12.49,5200258
2018-11-25,28.299999999999997,5,12.18,5200258
2018-12-02,65.66,7,30.08,5200258
2018-12-09,12.46,3,4.29,5200258
2018-12-16,11.02,1,10.1,5200258
2018-12-23,43.7,7,10.38,5200258
2018-12-30,29.34,4,11.96,5200258
2019-01-06,24.16,4,9.68,5200258
2019-01-13,10.53,4,3.66,5200258
2019-01-20,14.47,2,10.92,5200258
2019-01-27,3.83,1,3.45,5200258
2019-02-03,70.75,7,15.55,5200258
2019-02-10,25.23,4,12.0,5200258
2019-02-17,31.89,6,11.61,5200258
2019-02-24,50.6,7,18.52,5200258
2019-03-03,60.99,5,20.52,5200258
2019-03-10,41.49,7,9.47,5200258
2019-03-17,41.82,6,11.86,5200258
2019-03-24,51.03,5,25.57,5200258
2019-03-31,14.420000000000002,4,6.25,5200258
2019-04-07,78.47,7,34.47,5200258
2019-04-14,39.67,6,11.73,5200258
2019-04-21,27.07,4,14.94,5200258
2019-04-28,38.86,4,15.01,5200258
2019-05-05,2.21,1,1.26,5200258
2019-05-12,3.59,2,1.47,5200258
2019-05-19,0.04,0,0.03,5200258
2019-05-26,0.0,0,0.0,5200258
2019-06-02,3.59,1,2.85,5200258
2019-06-09,0.0,0,0.0,5200258
2019-06-16,0.0,0,0.0,5200258
2019-06-23,0.0,0,0.0,5200258
2019-06-30,0.2,0,0.17,5200258
2019-07-07,0.0,0,0.0,5200258
2019-07-14,0.0,0,0.0,5200258
2019-07-21,0.0,0,0.0,5200258
2019-07-28,0.01,0,0.01,5200258
2019-08-04,0.01,0,0.01,5200258
2019-08-11,0.02,0,0.02,5200258
2019-08-18,0.01,0,0.01,5200258
2019-08-25,0.0,0,0.0,5200258
2019-09-01,0.16,0,0.1,5200258
2019-09-08,0.0,0,0.0,5200258
2019-09-15,0.0,0,0.0,5200258
2019-09-22,4.59,2,2.62,5200258
2019-09-29,3.58,1,2.07,5200258
2019-10-06,20.27,4,7.54,5200258
2019-10-13,0.0,0,0.0,5200258
2019-10-20,29.18,5,9.49,5200258
2019-10-27,11.71,3,5.03,5200258
2019-11-03,37.21,6,11.02,5200258
2019-11-10,8.77,3,3.3,5200258
2019-11-17,64.58,7,15.92,5200258
2019-11-24,32.519999999999996,7,7.72,5200258
2019-12-01,67.72999999999999,7,18.27,5200258
2019-12-08,65.22,7,24.37,5200258
2019-12-15,13.89,2,9.19,5200258
2019-12-22,24.110000000000003,3,16.25,5200258
2019-12-29,53.93,5,17.11,5200258
2020-01-05,69.93,6,49.56,5200258
2020-01-12,8.96,2,5.83,5200258
2020-01-19,75.38,7,28.29,5200258
2020-01-26,36.5,5,18.64,5200258
2020-02-02,119.01,6,31.39,5200258
2020-02-09,35.14,6,8.23,5200258
2020-02-16,30.97,6,8.03,5200258
2020-02-23,61.84,7,18.89,5200258
2020-03-01,87.32,7,30.26,5200258
2020-03-08,33.65,7,10.89,5200258
2020-03-15,37.38,6,13.07,5200258
2020-03-22,99.0,7,25.29,5200258
2020-03-29,3.29,1,1.79,5200258
2020-04-05,40.08,7,18.31,5200258
2020-04-12,54.980000000000004,7,14.28,5200258
2020-04-19,50.47,6,18.54,5200258
2020-04-26,0.14,0,0.04,5200258
2020-05-03,1.34,0,0.65,5200258
2020-05-10,10.07,3,4.38,5200258
2020-05-17,0.8400000000000001,0,0.34,5200258
2020-05-24,3.4299999999999997,1,2.55,5200258
2020-05-31,0.21,0,0.1,5200258
2020-06-07,0.59,0,0.43,5200258
2020-06-14,0.09,0,0.07,5200258
2020-06-21,0.29,0,0.1,5200258
2020-06-28,0.06,0,0.03,5200258
2020-07-05,0.03,0,0.02,5200258
2020-07-12,0.03,0,0.01,5200258
2020-07-19,0.13999999999999999,0,0.09,5200258
2020-07-26,0.11,0,0.07,5200258
2020-08-02,0.05,0,0.02,5200258
2020-08-09,0.01,0,0.01,5200258
2020-08-16,0.11,0,0.05,5200258
2020-08-23,0.02,0,0.01,5200258
2020-08-30,0.060000000000000005,0,0.04,5200258
2020-09-06,0.3,0,0.18,5200258
2020-09-13,0.02,0,0.02,5200258
2020-09-20,19.950000000000003,3,10.41,5200258
2020-09-27,0.01,0,0.01,5200258
2020-10-04,12.329999999999998,1,12.29,5200258
2020-10-11,26.06,5,13.66,5200258
2020-10-18,65.39,7,23.71,5200258
2020-10-25,44.49,6,15.43,5200258
2020-11-01,36.769999999999996,6,11.28,5200258
2020-11-08,19.95,5,7.29,5200258
2020-11-15,56.129999999999995,6,19.9,5200258
2020-11-22,8.73,3,3.77,5200258
2020-11-29,11.620000000000001,2,10.4,5200258
2020-12-06,49.3,6,16.04,5200258
2020-12-13,3.7300000000000004,2,2.06,5200258
2020-12-20,60.91,7,13.11,5200258
2020-12-27,11.81,4,5.46,5200258
2021-01-03,31.810000000000002,5,10.66,5200258
2021-01-10,48.7,7,13.36,5200258
2021-01-17,9.069999999999999,3,4.76,5200258
2021-01-24,16.39,2,7.49,5200258
2021-01-31,42.12,7,15.31,5200258
2021-02-07,70.37,6,20.96,5200258
2021-02-14,98.45,7,30.52,5200258
2021-02-21,98.36,7,48.14,5200258
2021-02-28,20.970000000000002,2,18.51,5200258
2021-03-07,25.53,6,7.26,5200258
2021-03-14,32.05,7,9.61,5200258
2021-03-21,2.36,1,2.3,5200258
2021-03-28,11.46,4,6.04,5200258
2021-04-04,21.59,4,8.65,5200258
2021-04-11,6.1499999999999995,1,4.26,5200258
2021-04-18,9.209999999999999,2,4.55,5200258
2021-04-25,11.24,4,5.77,5200258
2021-05-02,0.4,0,0.19,5200258
2021-05-09,0.02,0,0.02,5200258
2021-05-16,0.10999999999999999,0,0.09,5200258
2021-05-23,0.03,0,0.01,5200258
2021-05-30,0.030000000000000002,0,0.02,5200258
2021-06-06,0.04,0,0.02,5200258
2021-06-13,14.96,2,12.08,5200258
2021-06-20,0.24,0,0.13,5200258
2021-06-27,0.01,0,0.01,5200258
2021-07-04,0.0,0,0.0,5200258
2021-07-11,0.0,0,0.0,5200258
2021-07-18,0.53,0,0.26,5200258
2021-07-25,1.8,0,0.74,5200258
2021-08-01,3.06,0,0.63,5200258
2021-08-08,3.6100000000000003,2,1.81,5200258
2021-08-15,0.01,0,0.01,5200258
2021-08-22,0.0,0,0.0,5200258
2021-08-29,3.9,1,3.57,5200258
2021-09-05,0.01,0,0.01,5200258
2021-09-12,0.01,0,0.01,5200258
2021-09-19,6.97,2,5.42,5200258
2021-09-26,11.8,2,7.28,5200258
2021-10-03,6.16,3,2.63,5200258
2021-10-10,42.94,6,15.9,5200258
2021-10-17,36.82,6,14.86,5200258
2021-10-24,17.88,5,5.5,5200258
2021-10-31,36.08,7,12.21,5200258
2021-11-07,72.47,7,14.12,5200258
2021-11-14,75.66,7,17.71,5200258
2021-11-21,21.52,4,11.56,5200258
2021-11-28,65.24,7,14.23,5200258
2021-12-05,67.21000000000001,7,20.71,5200258
2021-12-12,56.92,7,18.23,5200258
2021-12-19,89.83,6,28.58,5200258
2021-12-26,78.76,6,29.02,5200258
2022-01-02,107.49,7,23.86,5200258
2022-01-09,66.55,5,24.12,5200258
2022-01-16,7.800000000000001,2,3.85,5200258
2022-01-23,24.77,6,7.33,5200258
2022-01-30,44.94,7,21.73,5200258
2022-02-06,66.42,7,14.27,5200258
2022-02-13,57.45,7,18.46,5200258
2022-02-20,18.25,6,3.94,5200258
2022-02-27,14.43,5,4.67,5200258
2022-03-06,10.66,5,3.45,5200258
2022-03-13,14.09,3,4.71,5200258
2022-03-20,6.17,3,2.37,5200258
2022-03-27,3.13,1,1.65,5200258
2022-04-03,6.4,1,4.38,5200258
2022-04-10,17.67,5,5.88,5200258
2022-04-17,1.44,0,0.98,5200258
2022-04-24,0.27,0,0.17,5200258
2022-05-01,5.27,2,3.26,5200258
2022-05-08,0.35,0,0.25,5200258
2022-05-15,1.9800000000000002,1,1.1,5200258
2022-05-22,0.11,0,0.08,5200258
2022-05-29,0.0,0,0.0,5200258
2022-06-05,0.02,0,0.02,5200258
2022-06-12,0.64,0,0.47,5200258
2022-06-19,0.02,0,0.01,5200258
2022-06-26,0.09,0,0.06,5200258
2022-07-03,0.01,0,0.01,5200258
2022-07-10,0.01,0,0.01,5200258
2022-07-17,0.01,0,0.01,5200258
2022-07-24,0.0,0,0.0,5200258
2022-07-31,0.0,0,0.0,5200258
2022-08-07,0.01,0,0.01,5200258
2022-08-14,0.030000000000000002,0,0.02,5200258
2022-08-21,0.04,0,0.03,5200258
2022-08-28,0.06,0,0.03,5200258
2022-09-04,0.01,0,0.01,5200258
2022-09-11,1.6099999999999999,1,1.38,5200258
2022-09-18,32.09,7,14.66,5200258
2022-09-25,2.49,1,1.67,5200258
2022-10-02,8.67,3,2.67,5200258
2022-10-09,1.1300000000000001,1,1.08,5200258
2022-10-16,4.26,2,2.61,5200258
2022-10-23,20.06,6,6.02,5200258
2022-10-30,45.68,4,18.41,5200258
2022-11-06,38.88,6,12.23,5200258
2022-11-13,48.69,6,14.63,5200258
2022-11-20,45.24,6,14.15,5200258
2022-11-27,51.199999999999996,7,13.85,5200258
2022-12-04,70.67,7,22.6,5200258
2022-12-11,66.61,7,30.5,5200258
2022-12-18,42.42,7,11.69,5200258
2022-12-25,57.629999999999995,7,25.13,5200258
2023-01-01,30.47,7,7.46,5200258
2023-01-08,31.13,6,5.69,5200258
2023-01-15,22.91,5,8.53,5200258
2023-01-22,35.1,7,11.86,5200258
2023-01-29,14.920000000000002,5,4.78,5200258
2023-02-05,14.770000000000001,6,3.89,5200258
2023-02-12,16.91,3,8.9,5200258
2023-02-19,43.879999999999995,7,14.08,5200258
2023-02-26,23.39,5,8.79,5200258
2023-03-05,28.92,6,12.31,5200258
2023-03-12,43.98,6,12.11,5200258
2023-03-19,20.08,5,10.68,5200258
2023-03-26,3.42,1,2.34,5200258
2023-04-02,28.52,7,8.42,5200258
2023-04-09,26.41,6,6.16,5200258
2023-04-16,14.29,2,6.05,5200258
2023-04-23,2.1500000000000004,0,0.81,5200258
2023-04-30,6.34,2,3.63,5200258
2023-05-07,2.95,1,1.32,5200258
2023-05-14,2.16,0,0.37,5200258
2023-05-21,1.76,0,0.51,5200258
2023-05-28,0.30000000000000004,0,0.2,5200258
2023-06-04,0.79,0,0.27,5200258
2023-06-11,2.04,1,1.02,5200258
2023-06-18,0.56,0,0.26,5200258
2023-06-25,0.19,0,0.12,5200258
2023-07-02,0.37,0,0.19,5200258
2023-07-09,0.01,0,0.01,5200258
2023-07-16,0.0,0,0.0,5200258
2023-07-23,0.0,0,0.0,5200258
2023-07-30,0.1,0,0.1,5200258
2023-08-06,0.51,0,0.27,5200258
2023-08-13,0.54,0,0.24,5200258
2023-08-20,4.51,2,1.81,5200258
2023-08-27,31.02,6,11.58,5200258
2023-09-03,3.45,1,2.95,5200258
2023-09-10,2.4,1,1.23,5200258
2023-09-17,0.5700000000000001,0,0.46,5200258
2023-09-24,21.21,2,14.09,5200258
2023-10-01,23.560000000000002,4,9.58,5200258
2023-10-08,21.71,4,12.75,5200258
2023-10-15,9.15,2,6.34,5200258
2023-10-22,13.6,4,5.99,5200258
2023-10-29,30.900000000000002,5,10.1,5200258
2023-11-05,2.4,1,1.17,5200258
2023-11-12,3.41,1,1.05,5200258
2023-11-19,33.17,5,9.93,5200258
2023-11-26,27.6,5,16.78,5200258
2023-12-03,13.97,3,5.46,5200258
2023-12-10,12.0,3,5.37,5200258
2023-12-17,63.67,7,28.46,5200258
2023-12-24,30.66,6,13.58,5200258
2023-12-31,90.23,7,34.61,5200258
2024-01-07,43.22,7,16.41,5200258
2024-01-14,24.84,5,9.72,5200258
2024-01-21,38.879999999999995,7,9.92,5200258
2024-01-28,17.490000000000002,6,6.82,5200258
2024-02-04,40.68,6,9.81,5200258
2024-02-11,18.18,4,11.42,5200258
2024-02-18,42.660000000000004,7,15.3,5200258
2024-02-25,6.33,2,5.06,5200258
2024-03-03,17.9,5,6.22,5200258
2024-03-10,30.89,4,16.31,5200258
2024-03-17,34.99,6,18.21,5200258
2024-03-24,30.88,6,11.18,5200258
2024-03-31,24.93,6,7.28,5200258
2024-04-07,17.46,5,5.77,5200258
2024-04-14,3.38,1,1.96,5200258
2024-04-21,0.78,0,0.31,5200258
2024-04-28,0.25,0,0.24,5200258
2024-05-05,0.03,0,0.01,5200258
2024-05-12,0.74,0,0.74,5200258
2024-05-19,0.05,0,0.03,5200258
2024-05-26,0.0,0,0.0,5200258
2024-06-02,0.24,0,0.11,5200258
2024-06-09,0.0,0,0.0,5200258
2024-06-16,0.18,0,0.1,5200258
2024-06-23,0.0,0,0.0,5200258
2024-06-30,0.0,0,0.0,5200258
2024-07-07,0.0,0,0.0,5200258
2024-07-14,0.0,0,0.0,5200258
2024-07-21,0.14,0,0.14,5200258
2024-07-28,0.03,0,0.03,5200258
2024-08-04,0.01,0,0.01,5200258
2024-08-11,0.0,0,0.0,5200258
2024-08-18,0.03,0,0.03,5200258
2024-08-25,0.0,0,0.0,5200258
2024-09-01,0.0,0,0.0,5200258
2024-09-08,0.17,0,0.14,5200258
2024-09-15,0.15,0,0.15,5200258
2024-09-22,0.71,0,0.71,5200258
2024-09-29,0.46,0,0.46,5200258
2024-10-06,17.21,4,7.86,5200258
2024-10-13,32.89,6,12.84,5200258
2024-10-20,60.3,7,18.3,5200258
2024-10-27,18.42,6,6.02,5200258
2024-11-03,43.92,6,17.98,5200258
2024-11-10,70.0,7,27.91,5200258
2024-11-17,62.32,7,15.4,5200258
2024-11-24,16.04,5,8.18,5200258
2024-12-01,8.9,5,2.73,5200258
2024-12-08,11.370000000000001,5,4.6,5200258
2024-12-15,29.95,7,5.96,5200258
2024-12-22,53.71,7,12.02,5200258
2024-12-29,32.33,6,12.12,5200258
2025-01-05,44.230000000000004,7,19.23,5200258
2025-01-12,72.36,7,21.81,5200258
2025-01-19,9.29,4,3.32,5200258
2025-01-26,44.78,6,15.05,5200258
2025-02-02,10.34,2,6.38,5200258
2025-02-09,10.55,5,2.9,5200258
2025-02-16,6.989999999999999,2,4.27,5200258
2025-02-23,8.49,3,3.36,5200258
2025-03-02,0.24,0,0.24,5200258
2025-03-09,16.62,4,7.4,5200258
2025-03-16,16.29,4,7.05,5200258
2025-03-23,60.72,7,19.71,5200258
2025-03-30,4.74,2,1.77,5200258
2025-04-06,6.300000000000001,4,1.92,5200258
2025-04-13,12.870000000000001,5,4.62,5200258
2025-04-20,7.75,2,4.21,5200258
2025-04-27,6.13,1,4.45,5200258
2025-05-04,0.54,0,0.5,5200258
2025-05-11,0.08,0,0.03,5200258
2025-05-18,0.75,0,0.58,5200258
2025-05-25,0.01,0,0.01,5200258
2025-06-01,0.09,0,0.07,5200258
2025-06-08,28.630000000000003,3,15.99,5200258
2025-06-15,0.11,0,0.04,5200258
2025-06-22,0.02,0,0.02,5200258
2025-06-29,0.0,0,0.0,5200258
2025-07-06,0.0,0,0.0,5200258
2025-07-13,0.0,0,0.0,5200258
2025-07-20,0.55,0,0.55,5200258
2025-07-27,0.0,0,0.0,5200258
2025-08-03,0.0,0,0.0,5200258
2025-08-10,0.0,0,0.0,5200258
2025-08-17,0.38,0,0.35,5200258
2025-08-24,0.01,0,0.01,5200258
2025-08-31,0.0,0,0.0,5200258
2025-09-07,0.01,0,0.01,5200258
2025-09-14,4.609999999999999,1,3.46,5200258
2025-09-21,7.52,2,4.67,5200258
2025-09-28,0.0,0,0.0,5200258
2025-10-05,0.04,0,0.03,5200258
2025-10-12,31.700000000000003,5,19.37,5200258
2025-10-19,29.18,2,17.82,5200258
2025-10-26,4.2,2,2.0,5200258
2025-11-02,58.67,5,32.88,5200258
2025-11-09,8.74,2,4.56,5200258
